arch/x86/pci/irq;6055;25396;10033;294;0;0;1058;10208;2100;87;0;0;0;0
arch/x86/pci/legacy;4883;19195;7978;137;0;0;1147;9405;2121;102;0;0;0;0
arch/x86/pci/olpc;5110;19159;9404;109;0;0;943;8071;1823;117;0;0;0;0
arch/x86/pci/pcbios;4873;19713;9412;99;0;0;995;8361;1903;99;0;0;0;0
arch/x86/power/cpu;5572;21546;10101;207;0;0;1113;10342;2533;219;0;0;0;0
arch/x86/video/fbdev;5267;17678;7827;93;0;0;1106;9486;2036;111;0;0;0;0
arch/x86/xen/debugfs;4703;16861;8332;124;0;0;978;7070;1591;173;0;0;0;0
arch/x86/xen/enlighten;6416;28294;0;0;0;0;1155;13147;2754;128;0;0;1;1
arch/x86/xen/grant-table;4201;14186;0;0;0;0;917;7976;1818;100;0;0;1;0
arch/x86/xen/irq;5789;24282;16345;110;0;0;916;7201;1601;173;0;0;0;0
arch/x86/xen/mmu;5291;18168;0;0;0;0;977;10435;2126;95;0;0;1;0
arch/x86/xen/multicalls;5231;22135;9969;460;0;0;944;7761;1754;93;0;0;0;0
arch/x86/xen/setup;4936;17706;0;0;0;0;1090;10461;2389;95;0;0;1;0
arch/x86/xen/smp;4542;13632;0;0;0;0;961;9083;1912;67;0;0;1;0
arch/x86/xen/spinlock;5261;20552;9344;326;0;0;1055;8171;1738;152;0;0;0;0
arch/x86/xen/suspend;5101;20666;0;0;0;0;1197;9106;2363;167;0;0;1;0
arch/x86/xen/time;6076;24996;16096;167;0;0;1367;7340;1702;266;0;0;0;0
block/blk-barrier;6625;26996;10806;134;0;0;1053;10219;2131;93;0;0;0;0
block/blk-cgroup;4003;13347;6057;83;0;0;1374;10396;2300;67;0;0;1;1
block/blk-core;5516;24802;9179;114;0;0;968;13256;2547;135;0;0;3;3
block/blk-exec;6951;28034;11486;108;0;0;1067;10417;2164;91;0;0;0;0
block/blk-integrity;9692;21005;13190;104;0;0;1512;11650;2355;120;0;0;0;0
block/blk-ioc;6893;27767;9064;112;0;0;997;9948;1937;120;0;0;0;0
block/blk-iopoll;5702;25310;8874;105;0;0;1073;9943;2146;106;0;0;1;1
block/blk-map;6710;28261;9372;112;0;0;1903;10832;2613;111;0;0;0;0
block/blk-merge;6596;27824;11529;113;0;0;1007;9616;2302;108;0;0;0;0
block/blk-settings;6765;27951;9466;114;0;0;1021;10135;2366;98;0;0;0;0
block/blk-softirq;6666;27218;11000;116;0;0;990;9565;2101;92;0;0;0;0
block/blk-sysfs;6277;27872;9231;111;0;0;1813;10947;2881;83;0;0;0;0
block/blk-tag;6623;26900;9650;154;0;0;1003;9740;2127;106;0;0;0;0
block/blk-timeout;6659;22753;10308;355;0;0;1082;9317;2215;88;0;0;0;0
block/bsg;7169;31528;12078;137;0;0;1395;9881;2208;104;0;0;0;0
